drummer,session,id,style,bpm,beat_type,time_signature,midi_filename,audio_filename,duration,split,onset_env_mean,onset_env_std,mfcc_mean,mfcc_std,spectral_flux_mean,spectral_flux_std,spectral_contrast_mean,spectral_contrast_std,tonnetz_mean,tonnetz_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_flatness_mean,spectral_flatness_std,tempogram_mean,tempogram_std,afrobeat,afrocuban,ando,baiao,bembe,blues,bomba,bossa,brazilian,breakbeat,calypso,chacarera,chacha,country,dance,disco,dominican,fast,folk,frevo,funk,fusion,gospel,groove1,groove10,groove2,groove3,groove4,groove5,groove6,groove7,groove8,groove9,halftime,hiphop,ijexa,indie,jazz,joropo,klezmer,latin,linear,maracatu,march,mediumfast,merengue,middleeastern,motown,neworleans,pop,prog,punk,purdieshuffle,reggae,reggaeton,rhumba,rock,rockabilly,samba,sambareggae,sangueo,secondline,shuffle,slow,soft,songo,soul,swing,venezuelan
drummer1,drummer1/session1,drummer1/session1/1,funk,80,1,4-4,drummer1/session1/1_funk_80_beat_4-4.mid,drummer1/session1/1_funk_80_beat_4-4.wav,86.704688,train,0.8667132,2.058168,-19.236477,94.777336,0.08501076,0.1454148,9.04256099366495,5.431213133709124,0.0016914314646875,0.0394146691725706,0.009936733,0.014881287,6341.657450959419,3521.7078360160176,5220.735135898583,1450.8378435032514,0.15958267,0.2016443,0.2082689455036543,0.1863497957485601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/10,jazz/funk,116,0,4-4,drummer1/session1/10_jazz-funk_116_fill_4-4.mid,drummer1/session1/10_jazz-funk_116_fill_4-4.wav,1.872843,train,0.7919192,1.8177879,-9.747576,78.070366,0.23220217,0.27762836,10.480792468853233,6.28791254856241,-0.0182332493039478,0.0883518256457362,0.050223194,0.045058213,3953.641803272187,3313.7974039571764,3911.1596067283376,1726.5895960256546,0.06877456,0.11914674,0.1669787155891297,0.1299179863342933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/100,neworleans/secondline,94,1,4-4,drummer1/session1/100_neworleans-secondline_94_beat_4-4.mid,drummer1/session1/100_neworleans-secondline_94_beat_4-4.wav,135.365719,train,0.7776616,1.5206524,-9.740217,75.8849,0.24032834,0.28282502,10.422920867384146,6.572574143209855,-0.0074177260286601,0.0565720931704861,0.03878951,0.03656239,3585.185209117785,2448.948291964261,4009.0947724075527,1391.9388552852506,0.038816553,0.0944571,0.2043866467138953,0.1341787627422745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/101,dance/disco,120,1,4-4,drummer1/session1/101_dance-disco_120_beat_4-4.mid,drummer1/session1/101_dance-disco_120_beat_4-4.wav,207.572917,train,0.7431067,1.5547813,-11.726161,74.71007,0.2494588,0.37043884,10.254325731354264,6.572269092643142,0.0014435951590217,0.0441288937281431,0.03223363,0.04059864,4649.770986013455,3059.7121670499173,4320.731624922097,1242.6267132627538,0.06771368,0.1142405,0.2078350068819032,0.145429500300325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/102,funk,95,1,4-4,drummer1/session1/102_funk_95_beat_4-4.mid,drummer1/session1/102_funk_95_beat_4-4.wav,224.807558,train,0.77028155,1.7878122,-14.731188,76.58055,0.2279079,0.36662343,9.651311889682647,5.875250523784781,0.0003016298715627,0.0432192153352694,0.02910148,0.04068858,5933.826868265677,3432.8984105820978,4924.082522136576,1384.0081164270102,0.11756519,0.1592044,0.1776531132044668,0.1340350479793517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/103,funk,95,0,4-4,drummer1/session1/103_funk_95_fill_4-4.mid,drummer1/session1/103_funk_95_fill_4-4.wav,2.134207,train,0.84181726,1.8646375,-16.215042,80.06577,0.20539032,0.3671259,9.658697334043682,6.298399236296471,-0.0045378333000578,0.0473184371834492,0.028986286,0.042684432,5453.522420551217,4223.63340090033,4106.664577341934,1284.2806349323942,0.14082375,0.2007649,0.1868555999067726,0.1453141662075534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/104,funk,95,0,4-4,drummer1/session1/104_funk_95_fill_4-4.mid,drummer1/session1/104_funk_95_fill_4-4.wav,1.974997,train,0.6994491,2.0261261,-17.48737,82.9593,0.20887001,0.28119624,9.82328737697759,5.942835676148835,-0.0045911736008282,0.0934089048461306,0.035045482,0.041428745,6483.969394270635,5007.399824027689,3936.1851838483376,1822.445628415667,0.17926036,0.17568867,0.1179463414326663,0.1070049809944105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/105,funk,95,0,4-4,drummer1/session1/105_funk_95_fill_4-4.mid,drummer1/session1/105_funk_95_fill_4-4.wav,4.646046,test,0.45801997,1.2878402,-18.744143,91.77184,0.13889363,0.28264657,9.616422023077153,5.397779903912026,0.0346240269435289,0.1320424282116931,0.017641248,0.03263602,4667.109775148783,3524.204756389417,4517.629595423652,1483.421719272998,0.079051495,0.118106216,0.1496234703039274,0.1386524242827275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/106,funk,95,0,4-4,drummer1/session1/106_funk_95_fill_4-4.mid,drummer1/session1/106_funk_95_fill_4-4.wav,4.481572,train,0.42211008,1.3407671,-19.966223,97.196175,0.13260725,0.2488096,7.853676192474148,6.4795203731930044,0.0032020560005288,0.0835120096406783,0.028985614,0.04385899,2615.399093028105,3160.8488986888133,2543.58914264077,2395.8147709039968,0.3699053,0.4512567,0.1412985786513899,0.142406055681096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/107,funk,95,0,4-4,drummer1/session1/107_funk_95_fill_4-4.mid,drummer1/session1/107_funk_95_fill_4-4.wav,1.960523,train,0.72698337,1.5166448,-12.821804,81.35504,0.20714848,0.38383102,10.23862376390899,6.434162859613266,-0.0081922592179816,0.0937637926892367,0.042334788,0.05399206,3454.4288687060166,2415.0394489006158,3567.823207247259,1193.1175833488187,0.046396416,0.07744176,0.2184081641895198,0.1799475538846803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/108,funk,95,0,4-4,drummer1/session1/108_funk_95_fill_4-4.mid,drummer1/session1/108_funk_95_fill_4-4.wav,2.161839,train,0.641258,1.4759158,-9.396477,85.94503,0.22567242,0.40711546,10.26929760313414,5.859164331651841,-0.0311855638607407,0.084687853597012,0.041346792,0.05026086,1776.7912474770612,1057.2192786375451,3152.950526899174,1011.8035906459965,0.0022001986,0.005501842,0.2105074634091603,0.2200148818500338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/109,funk,95,0,4-4,drummer1/session1/109_funk_95_fill_4-4.mid,drummer1/session1/109_funk_95_fill_4-4.wav,4.655256,train,0.3995205,1.7212418,-20.375097,94.96936,0.14278528,0.3821776,9.590565368208974,5.4405074581591695,0.0499029202078895,0.1704030056242695,0.01911242,0.04372161,3742.108352817205,2685.439896893344,4411.297030668134,1576.872159493662,0.029621745,0.046419084,0.0967509755275536,0.1489441615380533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/11,jazz/funk,116,0,4-4,drummer1/session1/11_jazz-funk_116_fill_4-4.mid,drummer1/session1/11_jazz-funk_116_fill_4-4.wav,1.863145,train,0.78923595,1.8779706,-8.152305,83.41651,0.1924701,0.23742422,10.884403461569343,6.619256192541932,-0.0106672221763852,0.0999783640366952,0.057650022,0.040415693,2387.125307993604,2708.888236838633,3110.702003283474,1636.3891483800753,0.032514382,0.09101222,0.1336492230778233,0.0973619254212631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/110,funk,95,0,4-4,drummer1/session1/110_funk_95_fill_4-4.mid,drummer1/session1/110_funk_95_fill_4-4.wav,4.690782,train,0.36413327,1.341437,-21.59873,98.211395,0.1258435,0.3083567,7.159856587317625,6.2429737265937,0.004612506591494,0.0726163509095844,0.021474205,0.04324487,3116.1830051775946,3216.7224434065897,3220.1416443082703,2550.9720537014928,0.35418603,0.4489497,0.0790802125159335,0.099577328662463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/111,funk,95,0,4-4,drummer1/session1/111_funk_95_fill_4-4.mid,drummer1/session1/111_funk_95_fill_4-4.wav,2.003944,train,0.75042003,1.8156761,-8.284469,75.85294,0.32302248,0.45626563,10.275657490131154,6.09714957401227,-0.0185349772947137,0.1074410106060113,0.06304627,0.057312857,2926.8668648570024,2531.210010381224,3581.0148690473966,1315.8205932014007,0.02988724,0.07920963,0.1367874197263828,0.1113902113962914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/112,funk,95,0,4-4,drummer1/session1/112_funk_95_fill_4-4.mid,drummer1/session1/112_funk_95_fill_4-4.wav,4.738151,train,0.39351755,1.1584839,-16.170635,98.473465,0.14263904,0.2892574,9.690678085897204,5.503748691265776,0.0298481779011639,0.1609319955933172,0.025865283,0.040626556,1971.49709967766,1287.4949746121406,3708.292009719593,1416.510384730367,0.0031571155,0.011062591,0.1421764794134876,0.1478246134114358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/113,funk,95,0,4-4,drummer1/session1/113_funk_95_fill_4-4.mid,drummer1/session1/113_funk_95_fill_4-4.wav,4.792098,train,0.42732933,1.2058967,-16.11911,95.6352,0.15008868,0.2977574,9.647744028931513,5.469853052810353,0.0180837698820278,0.1331203654616152,0.022789435,0.03729224,2296.805630974208,1652.5374494216587,3829.767377311508,1417.7297950346042,0.009209883,0.022428242,0.150531677490969,0.130835099655641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/114,funk,95,0,4-4,drummer1/session1/114_funk_95_fill_4-4.mid,drummer1/session1/114_funk_95_fill_4-4.wav,2.26447,train,0.8548944,1.9511337,-12.591437,74.814804,0.28475055,0.39615652,9.609993987507506,5.922731487005621,-0.0009754866385958,0.0453206782045598,0.03442229,0.04519929,5669.730768223511,3301.582410575675,4688.01591140884,1470.4552657960485,0.0908071,0.12552366,0.1181231407514097,0.0882284321051449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/115,funk,95,0,4-4,drummer1/session1/115_funk_95_fill_4-4.mid,drummer1/session1/115_funk_95_fill_4-4.wav,1.990786,train,0.79031503,2.224416,-10.284844,80.607216,0.27333966,0.34983206,10.293667595105694,6.341533632647077,-0.0119619132423542,0.0959430773463052,0.04971516,0.04912273,3978.0613340186046,3660.486183626716,3685.833117104982,1932.977831165017,0.06027204,0.11648277,0.109439621372054,0.1016932280774837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/116,funk,95,0,4-4,drummer1/session1/116_funk_95_fill_4-4.mid,drummer1/session1/116_funk_95_fill_4-4.wav,2.121049,train,0.69476324,1.6065576,-8.744581,65.58042,0.3560504,0.5006696,10.036891390245902,6.1596852181092085,-0.0027412233376637,0.0972663160667936,0.06306729,0.060800612,3433.980661135358,1484.9477426403787,3964.352718767988,846.3351505292062,0.02572676,0.02716253,0.1321858162075065,0.0910131759401926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/117,funk,95,0,4-4,drummer1/session1/117_funk_95_fill_4-4.mid,drummer1/session1/117_funk_95_fill_4-4.wav,2.172365,train,0.716025,1.5814577,-7.2916718,74.27726,0.33187386,0.46470445,10.56299355766264,6.465243605447917,-0.0118207190932699,0.0964424895884158,0.06958424,0.062135924,3304.5971770354763,2698.958844415934,3754.798309919237,1699.9897007228733,0.025344761,0.052075077,0.1537385615309529,0.0988544532221728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/118,funk,95,0,4-4,drummer1/session1/118_funk_95_fill_4-4.mid,drummer1/session1/118_funk_95_fill_4-4.wav,1.976313,train,0.7325434,1.8384117,-7.179175,74.32934,0.35914806,0.46139622,10.442991451849377,6.55906992101731,-0.0092241548880367,0.103470438234557,0.074842736,0.05780837,2616.282203482944,2322.3170863083587,3352.673428138709,1159.5086350152772,0.029123345,0.08395573,0.1326615074581515,0.104339376633253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/119,funk,95,0,4-4,drummer1/session1/119_funk_95_fill_4-4.mid,drummer1/session1/119_funk_95_fill_4-4.wav,2.001313,train,0.7339826,1.843379,-7.980509,79.134285,0.30011475,0.3943196,10.41204830968404,6.500820868384494,-0.0134382664106883,0.1098178772019969,0.06305284,0.048770834,2167.656693520371,1601.1073547798794,3258.584749669564,1320.106366433084,0.009124845,0.020418711,0.1306651560167348,0.1054966110839787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drummer1,drummer1/session1,drummer1/session1/12,jazz/funk,116,0,4-4,drummer1/session1/12_jazz-funk_116_fill_4-4.mid,drummer1/session1/12_jazz-funk_116_fill_4-4.wav,1.608835,train,0.6649514,1.3786615,-9.764188,80.813705,0.21395591,0.26480174,10.22749128374998,6.685847126654234,-0.0140135996486928,0.0692943831755356,0.03076976,0.028976366,2467.4258048782017,1220.1354626945963,3449.677093586602,805.5101799926788,0.008519687,0.017425368,0.1491632292091229,0.1221252508458785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
