Unnamed: 0,drummer,session,id,style,simplified_style,bpm,beat_type,time_signature,midi_filename,audio_filename,duration,split,onset_env_mean,onset_env_std,mfcc_mean,mfcc_std,spectral_flux_mean,spectral_flux_std,spectral_contrast_mean,spectral_contrast_std,tonnetz_mean,tonnetz_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_flatness_mean,spectral_flatness_std,tempogram_mean,tempogram_std,fitting_tags
10,drummer1,drummer1/session1,drummer1/session1/1,funk,funk,80,1,4-4,drummer1/session1/1_funk_80_beat_4-4.mid,drummer1/session1/1_funk_80_beat_4-4.wav,86.704688,train,0.8667132,2.058168,-19.236477,94.777336,0.08501076,0.14541479999999998,9.04256099366495,5.431213133709124,0.0016914314646875,0.0394146691725706,0.009936733,0.014881287,6341.657450959419,3521.7078360160176,5220.7351358985825,1450.8378435032516,0.15958267,0.2016443,0.2082689455036543,0.1863497957485601,
12,drummer1,drummer1/session1,drummer1/session1/100,neworleans/secondline,funk,94,1,4-4,drummer1/session1/100_neworleans-secondline_94_beat_4-4.mid,drummer1/session1/100_neworleans-secondline_94_beat_4-4.wav,135.36571899999998,train,0.7776616,1.5206524,-9.740217,75.8849,0.24032834,0.28282502,10.422920867384146,6.572574143209856,-0.0074177260286601,0.0565720931704861,0.03878951,0.03656239,3585.1852091177852,2448.948291964261,4009.094772407553,1391.9388552852506,0.038816553,0.0944571,0.2043866467138953,0.1341787627422745,
13,drummer1,drummer1/session1,drummer1/session1/101,dance/disco,pop,120,1,4-4,drummer1/session1/101_dance-disco_120_beat_4-4.mid,drummer1/session1/101_dance-disco_120_beat_4-4.wav,207.572917,train,0.7431066999999999,1.5547813,-11.726161,74.71007,0.24945879999999998,0.37043884,10.254325731354264,6.572269092643143,0.0014435951590217,0.0441288937281431,0.03223363,0.04059864,4649.7709860134555,3059.712167049917,4320.731624922098,1242.6267132627538,0.06771368,0.1142405,0.2078350068819032,0.145429500300325,
14,drummer1,drummer1/session1,drummer1/session1/102,funk,funk,95,1,4-4,drummer1/session1/102_funk_95_beat_4-4.mid,drummer1/session1/102_funk_95_beat_4-4.wav,224.807558,train,0.77028155,1.7878121999999999,-14.731188000000001,76.58055,0.22790789999999997,0.36662343,9.651311889682647,5.875250523784782,0.0003016298715627,0.0432192153352694,0.02910148,0.04068858,5933.826868265677,3432.8984105820978,4924.082522136576,1384.0081164270102,0.11756519,0.1592044,0.1776531132044668,0.1340350479793517,['funk']
40,drummer1,drummer1/session1,drummer1/session1/126,funk/fast,funk,125,1,4-4,drummer1/session1/126_funk-fast_125_beat_4-4.mid,drummer1/session1/126_funk-fast_125_beat_4-4.wav,137.38,validation,0.8693655999999998,1.6323969999999999,-12.552064999999999,70.023026,0.26562905,0.35086092,9.412586707308481,5.545516425354843,-0.0002850605276981,0.0432222523352447,0.032444604,0.037786886,7119.571974325235,3322.9379270545164,5449.432609152194,1172.2524482572521,0.15786943,0.16361389999999998,0.2295608567255031,0.1457814432313044,"['fast', 'funk']"
61,drummer1,drummer1/session1,drummer1/session1/145,latin/brazilian/baiao,latin,95,1,4-4,drummer1/session1/145_latin-brazilian-baiao_95_beat_4-4.mid,drummer1/session1/145_latin-brazilian-baiao_95_beat_4-4.wav,30.060481,validation,0.8496046,2.1094599,-15.031041,86.11998,0.19167544,0.28480443,9.526428493435466,5.21647236462099,0.0003401933021704,0.0401211780457868,0.023977977999999997,0.029726682,6090.1681595463,4122.0590929772825,5153.477663587318,1581.4204832632518,0.12041396,0.15598746,0.1634618463094076,0.1410776033224037,
62,drummer1,drummer1/session1,drummer1/session1/146,latin/brazilian/baiao,latin,95,1,4-4,drummer1/session1/146_latin-brazilian-baiao_95_beat_4-4.mid,drummer1/session1/146_latin-brazilian-baiao_95_beat_4-4.wav,214.624678,train,0.7424978,1.44233,-12.958084,77.39401,0.18977177,0.26747903,10.308870416304933,6.751978728261321,-0.0003057449167739,0.0456231175101814,0.024321702999999997,0.029146547999999998,4558.301357425917,2763.3402933484167,4403.470064289771,1294.8892836712143,0.06572269,0.12564008,0.2418398132334922,0.1630112417659415,
95,drummer1,drummer1/session1,drummer1/session1/176,afrocuban,latin,105,1,4-4,drummer1/session1/176_afrocuban_105_beat_4-4.mid,drummer1/session1/176_afrocuban_105_beat_4-4.wav,223.750967,train,0.7850574,1.5460274,-14.409056,75.64226500000001,0.17994507,0.25041565,10.326642694779267,6.617647935168911,-0.00400844900146,0.05650425878282401,0.02550561,0.030541029,6000.7770192117505,3604.168999557411,4648.783034312,1299.1151652690235,0.11888017,0.14877154,0.2520956322834008,0.1627709122743778,
103,drummer1,drummer1/session1,drummer1/session1/183,afrocuban,latin,105,1,4-4,drummer1/session1/183_afrocuban_105_beat_4-4.mid,drummer1/session1/183_afrocuban_105_beat_4-4.wav,134.383199,train,0.7760252,1.3195843,-13.006121,76.92158,0.1781481,0.25152832,10.405510432057524,6.604051519525838,-0.0042250987431773,0.0545120597797287,0.027344913999999998,0.03381867,4518.138436345045,2692.650891179069,4364.555071586285,1298.1795218599589,0.0644683,0.11193114,0.2703291974556309,0.16387098891712698,
104,drummer1,drummer1/session1,drummer1/session1/184,reggae,latin,78,1,4-4,drummer1/session1/184_reggae_78_beat_4-4.mid,drummer1/session1/184_reggae_78_beat_4-4.wav,114.70341100000002,train,0.5762871999999999,1.8149676,-20.603071,92.29352,0.12030157,0.28613213,9.765496365516752,6.2007300489401045,0.0036941391859121,0.05050648735059099,0.015205905,0.030668478,6186.220390393126,3968.117127194549,4498.653698661815,1521.5044456033886,0.154567,0.18722771,0.1192619842246588,0.1458283972735037,
121,drummer1,drummer1/session1,drummer1/session1/2,funk,funk,80,1,4-4,drummer1/session1/2_funk_80_beat_4-4.mid,drummer1/session1/2_funk_80_beat_4-4.wav,86.914062,validation,0.78031874,1.7710818,-19.136192,93.92728000000001,0.08215193,0.14266632,9.296564769918216,5.770098955627023,0.0022957684087574,0.0441542497666501,0.010399789,0.016033756,6037.040127380487,3476.542921638263,4995.007836503955,1507.7641713444748,0.1477726,0.20023885,0.2050672188564402,0.1735937867461983,
124,drummer1,drummer1/session1,drummer1/session1/201,reggae/slow,latin,64,1,4-4,drummer1/session1/201_reggae-slow_64_beat_4-4.mid,drummer1/session1/201_reggae-slow_64_beat_4-4.wav,112.14843799999998,train,0.7065836999999999,2.03777,-19.22002,91.59104,0.1594959,0.32294372,9.396833357916325,5.626420552041673,0.0016528521009245,0.0390954722795709,0.019431451000000002,0.03473439,6624.459609779752,4328.828304522769,4888.390145535478,1564.53115145009,0.17401552,0.20608036,0.1358723596463122,0.135727123644095,['slow']
125,drummer1,drummer1/session1,drummer1/session1/202,rock/halftime,rock,140,1,4-4,drummer1/session1/202_rock-halftime_140_beat_4-4.mid,drummer1/session1/202_rock-halftime_140_beat_4-4.wav,216.645319,train,0.64302886,1.6589804,-16.321869,80.22306,0.20743124,0.36338264,9.908160007683145,6.124392844980296,0.0030576287452748,0.0546862644544942,0.027098937000000003,0.041344486,5670.575168522152,3541.5393129868903,4686.285070942079,1490.2211570175725,0.11586798,0.15865453,0.1557397218885991,0.1481138830097256,"['rock', 'rock']"
165,drummer1,drummer1/session1,drummer1/session1/239,funk/purdieshuffle,funk,130,1,4-4,drummer1/session1/239_funk-purdieshuffle_130_beat_4-4.mid,drummer1/session1/239_funk-purdieshuffle_130_beat_4-4.wav,193.791152,test,0.7498115,1.5844802,-15.142635999999998,74.95698,0.20813349,0.32898715,10.040124218676663,6.354083592051588,0.0018882791895472,0.0465453093457579,0.026765944,0.036865044,5835.34758564901,3283.8033798082038,4792.602022652534,1307.910247210377,0.10922472,0.14288908,0.2082274150457865,0.1332903867019678,['funk']
199,drummer1,drummer1/session1,drummer1/session1/28,latin/samba,latin,116,1,4-4,drummer1/session1/28_latin-samba_116_beat_4-4.mid,drummer1/session1/28_latin-samba_116_beat_4-4.wav,225.453498,test,0.80385387,1.287509,-13.005278,76.574646,0.15532193,0.1865984,10.344200816425156,6.501403972197197,-0.0025787208800100003,0.0526255941889644,0.020273351999999998,0.023024509,5290.912222458374,3125.376345501167,4708.467858569591,1167.697386060396,0.08890176,0.1351558,0.2983684353902554,0.1756969415885412,
201,drummer1,drummer1/session1,drummer1/session1/3,funk,funk,80,1,4-4,drummer1/session1/3_funk_80_beat_4-4.mid,drummer1/session1/3_funk_80_beat_4-4.wav,122.85156200000002,train,0.7487683,1.7577668000000002,-17.077658,89.14674000000001,0.12028739,0.20234896,9.56240296256333,5.80158673661862,-0.0005152797840773,0.04909624337240799,0.01631819,0.02500982,5881.386260688812,3656.509647444374,4937.227944573576,1585.628457522619,0.12864557,0.17916784,0.1789671644998436,0.153880372610643,
210,drummer1,drummer1/session1,drummer1/session1/38,latin/samba,latin,116,1,4-4,drummer1/session1/38_latin-samba_116_beat_4-4.mid,drummer1/session1/38_latin-samba_116_beat_4-4.wav,57.745647,validation,0.78231674,1.2194368999999998,-12.848372,74.23993,0.17222461,0.22439285,10.546610615279713,6.7986811644196585,0.0009745144083541,0.0526943815813025,0.023383137000000002,0.02875108,5060.748954773617,2839.4534622396864,4519.556787270656,1088.4026158870224,0.08319096,0.13165212,0.2891801578512329,0.1576469479745094,
212,drummer1,drummer1/session1,drummer1/session1/4,jazz/funk,jazz,116,1,4-4,drummer1/session1/4_jazz-funk_116_beat_4-4.mid,drummer1/session1/4_jazz-funk_116_beat_4-4.wav,76.497789,test,0.77343935,1.2891281,-12.609513,71.63178,0.21324502,0.26588938,10.209814968593024,6.766425303599856,-0.0033432207445489,0.0513369952148682,0.028976817000000002,0.032881472,4852.8298099436215,2807.1807294854475,4411.342751313131,1193.571794846841,0.09254105,0.16301998,0.2761383605337297,0.1653626502205494,"['jazz', 'funk']"
220,drummer1,drummer1/session1,drummer1/session1/47,jazz,jazz,102,1,4-4,drummer1/session1/47_jazz_102_beat_4-4.mid,drummer1/session1/47_jazz_102_beat_4-4.wav,183.415349,train,0.63106054,1.0716226,-18.301075,80.25693000000001,0.098288074,0.1624315,11.051646566298947,7.75649285262115,-0.0084164707448038,0.051926525200964996,0.013823064,0.020270811,4442.082571809678,2649.705549435941,3773.954606388874,1184.3118409527694,0.065107405,0.12634219,0.2325496405796693,0.1206473850550477,['jazz']
221,drummer1,drummer1/session1,drummer1/session1/48,jazz,jazz,93,1,4-4,drummer1/session1/48_jazz_93_beat_4-4.mid,drummer1/session1/48_jazz_93_beat_4-4.wav,90.178723,train,0.63263065,1.1875366000000003,-19.760206,83.43094,0.07247456,0.12528302,11.034599884910355,8.072475511588943,-0.0090959866177443,0.0536220678411418,0.010046935,0.015203466,4345.018859354471,2345.4123311361027,3690.203165393637,1153.451481623243,0.059871987,0.1367452,0.1977872939255713,0.1133966157246106,['jazz']
222,drummer1,drummer1/session1,drummer1/session1/49,jazz,jazz,125,1,4-4,drummer1/session1/49_jazz_125_beat_4-4.mid,drummer1/session1/49_jazz_125_beat_4-4.wav,115.155,train,0.66150975,1.115089,-19.758072,78.04241,0.09927503,0.17032269,10.772899413275264,7.649761375706094,-0.0070911863088815,0.0445237517581628,0.012450109,0.01870955,4980.251851659285,2558.782492452528,4017.396855338213,1163.8715998672,0.08411661,0.14813223,0.2375621030303535,0.1175986044027179,['jazz']
223,drummer1,drummer1/session1,drummer1/session1/5,jazz/funk,jazz,116,1,4-4,drummer1/session1/5_jazz-funk_116_beat_4-4.mid,drummer1/session1/5_jazz-funk_116_beat_4-4.wav,152.673379,train,0.78356326,1.3129685,-12.929306,72.87874000000001,0.20821731,0.26169577,10.281753712182736,6.758083098819081,-0.0020615872529324,0.0542944842604799,0.028510781000000002,0.031583656,4723.916225350119,2834.0427246517443,4336.622743285281,1216.1068003412138,0.07936645,0.13740924,0.28292046328113396,0.1656384329083425,"['jazz', 'funk']"
224,drummer1,drummer1/session1,drummer1/session1/50,jazz,jazz,125,1,4-4,drummer1/session1/50_jazz_125_beat_4-4.mid,drummer1/session1/50_jazz_125_beat_4-4.wav,117.06,train,0.5651303000000001,1.4711735000000001,-22.859734,94.128265,0.057643194,0.115194105,9.77436930892599,6.111072289598873,0.0004847582969712,0.0410800432053707,0.007221129000000001,0.013711328,7363.101548162978,3744.6044700096663,4999.220128113529,1224.751967224802,0.17760639,0.16692878,0.1418989634210769,0.1257781112234552,['jazz']
225,drummer1,drummer1/session1,drummer1/session1/51,rock/shuffle,rock,125,1,4-4,drummer1/session1/51_rock-shuffle_125_beat_4-4.mid,drummer1/session1/51_rock-shuffle_125_beat_4-4.wav,170.80200000000002,train,0.66264623,1.1580238,-14.559234,74.92611,0.14141878,0.21403287,10.60751396652409,7.686664483684717,-0.0040056436409781,0.0423357253750956,0.018374513999999998,0.025136182000000003,4309.532180342415,1847.7376720078187,4041.832734844908,1078.6202294027337,0.046456475,0.10826714,0.2377077274235306,0.1421674342560328,"['rock', 'rock']"
226,drummer1,drummer1/session1,drummer1/session1/52,jazz,jazz,125,1,4-4,drummer1/session1/52_jazz_125_beat_4-4.mid,drummer1/session1/52_jazz_125_beat_4-4.wav,114.867,train,0.68413377,1.1764528,-21.79318,75.03178,0.08913418,0.13926569,10.803612727448012,7.624195005036843,-0.0126214018909346,0.0431597277344221,0.010760516000000001,0.015142177,5605.64694811913,2537.338064631065,4173.634343481015,1043.0467508909396,0.09659161,0.12654953,0.2255061525961087,0.1160292828486092,['jazz']
251,drummer1,drummer1/session1,drummer1/session1/75,jazz,jazz,125,1,4-4,drummer1/session1/75_jazz_125_beat_4-4.mid,drummer1/session1/75_jazz_125_beat_4-4.wav,61.403999999999996,train,0.7239129,1.5335017,-10.3307705,76.67394,0.24944408,0.31798068,10.394421033890016,6.477151139764517,-0.0098788318740223,0.0795468262273354,0.040989133999999997,0.041118212,3489.261517706274,2608.1675784778768,3792.8993499091184,1379.644132745288,0.040450335,0.083862156,0.2089483893984101,0.1393979756578195,['jazz']
252,drummer1,drummer1/session1,drummer1/session1/76,jazz/mediumfast,jazz,180,1,4-4,drummer1/session1/76_jazz-mediumfast_180_beat_4-4.mid,drummer1/session1/76_jazz-mediumfast_180_beat_4-4.wav,7.31527,train,0.7062499,1.1280177,-19.073061,76.41156,0.11020806,0.18076049,10.7478536739704,7.523729218406342,-0.0090158798146115,0.0488101952390432,0.013599074,0.01944288,5244.421049503097,2463.4950692097727,4215.602426980188,1041.7267995285322,0.0799183,0.11430377,0.2585571389148359,0.1396561780141912,"['fast', 'jazz']"
253,drummer1,drummer1/session1,drummer1/session1/77,jazz/mediumfast,jazz,180,1,4-4,drummer1/session1/77_jazz-mediumfast_180_beat_4-4.mid,drummer1/session1/77_jazz-mediumfast_180_beat_4-4.wav,148.320685,train,0.7173550999999999,1.1461252,-17.93414,75.06475999999999,0.12502258,0.18347004,10.661173394699313,7.3542689596814155,-0.0074961033716469,0.0521853341108662,0.015785435,0.020507755,5194.274711283051,2539.0638905599053,4263.403075265992,1059.6004975325177,0.08203613,0.11742637,0.2660145900507606,0.1355178931022859,['jazz']
254,drummer1,drummer1/session1,drummer1/session1/78,jazz/fast,jazz,290,1,4-4,drummer1/session1/78_jazz-fast_290_beat_4-4.mid,drummer1/session1/78_jazz-fast_290_beat_4-4.wav,105.04885800000001,train,0.76338553,1.0462065999999999,-17.315195000000003,69.76914000000001,0.13455822,0.16528758,10.403821910802584,6.99517088064146,-0.0111431801732552,0.0539875944978023,0.016812018999999997,0.018480057,5977.800812525855,2557.929709688594,4611.126079913973,994.2858455916353,0.11515024,0.13009197,0.3489940346917565,0.160302818947962,"['fast', 'jazz']"
255,drummer1,drummer1/session1,drummer1/session1/79,latin/reggaeton,latin,90,1,4-4,drummer1/session1/79_latin-reggaeton_90_beat_4-4.mid,drummer1/session1/79_latin-reggaeton_90_beat_4-4.wav,87.784634,train,0.7470326999999999,1.902711,-14.014354,83.343864,0.2019049,0.30904296,9.941325135919495,6.6107689317570575,0.0018716567602676,0.0434429177708131,0.02595861,0.033373926,3834.4664121970063,2970.068622703928,3953.7551488756185,1505.3653465895527,0.07141033599999999,0.16673774,0.1616441434479874,0.1206894415263384,
257,drummer1,drummer1/session1,drummer1/session1/80,dance/breakbeat,hiphop,170,1,4-4,drummer1/session1/80_dance-breakbeat_170_beat_4-4.mid,drummer1/session1/80_dance-breakbeat_170_beat_4-4.wav,108.466858,train,0.8293127,1.6197196000000003,-14.960318,75.93395,0.15807624,0.23048823,9.57475209249838,6.099659963672923,-0.0008100378329591,0.0401919137534429,0.018628927,0.023986474,6229.820739271449,2844.105813719674,5152.689903507589,1164.16031071672,0.13303024,0.15573397,0.2550455642109767,0.1676140499230359,['beat']
258,drummer1,drummer1/session1,drummer1/session1/81,dance/breakbeat,hiphop,170,1,4-4,drummer1/session1/81_dance-breakbeat_170_beat_4-4.mid,drummer1/session1/81_dance-breakbeat_170_beat_4-4.wav,56.392618999999996,train,0.89116377,1.8332306,-14.519829000000001,78.74026500000001,0.17209873,0.25453946,9.408900804685773,5.534494485834316,-3.164801649926462e-05,0.0422813131742038,0.021050911000000002,0.027400585,6998.671537239644,3225.3871957477986,5514.545000786797,1177.2605116090215,0.15428826,0.16171905,0.2019944913897577,0.1314115942637911,['beat']
259,drummer1,drummer1/session1,drummer1/session1/82,neworleans/funk,funk,84,1,4-4,drummer1/session1/82_neworleans-funk_84_beat_4-4.mid,drummer1/session1/82_neworleans-funk_84_beat_4-4.wav,139.734979,train,0.75829643,1.7646723999999998,-12.876430000000001,75.90586,0.24072047,0.34079015,10.056881496812693,6.352772329484688,-0.0014595954484474,0.0477849051911351,0.033304125,0.04144394,5213.312702237327,3559.938961631973,4466.890470072523,1454.2711760039895,0.100399114,0.1523795,0.1694424092428,0.1243213130120503,
278,drummer1,drummer1/session2,drummer1/session2/1,latin/chacarera,latin,157,1,3-4,drummer1/session2/1_latin-chacarera_157_beat_3-4.mid,drummer1/session2/1_latin-chacarera_157_beat_3-4.wav,147.94521699999999,validation,0.77636576,1.9645231,-20.97983,98.027626,0.11045185,0.27556756,9.55645841923619,5.566813571800778,-0.0011091328687639998,0.037256301060166,0.01048884,0.019973492,5746.200740548387,3278.891418126149,5277.6975643865,1239.2557674707546,0.09784561,0.13445818,0.2130450103859534,0.1778791843405299,
279,drummer1,drummer1/session2,drummer1/session2/10,country,pop,114,1,4-4,drummer1/session2/10_country_114_beat_4-4.mid,drummer1/session2/10_country_114_beat_4-4.wav,154.966071,train,0.7322823,1.5512264,-16.21807,86.38112,0.1705058,0.36769077,10.233282351089038,7.480155630771925,-0.0029766363543524,0.0315783478748338,0.016732832,0.026895005,4022.850275941055,2224.5473153582693,4050.473338792679,1074.9982955097016,0.03762988,0.07799555,0.2108984004624561,0.1579822269731638,
291,drummer1,drummer1/session2,drummer1/session2/110,rock/prog,rock,190,1,4-4,drummer1/session2/110_rock-prog_190_beat_4-4.mid,drummer1/session2/110_rock-prog_190_beat_4-4.wav,95.902488,test,0.75102806,1.5582588,-18.399404999999998,84.221016,0.14151898,0.30019918,10.356750157113352,7.305319334768293,-0.0034851691075297,0.0355781373370446,0.015221778,0.023298055,5935.753552226212,3436.636853291317,4497.0058170261655,1289.4719206703608,0.11224425,0.15711495,0.1812526696884169,0.1263257201160078,"['rock', 'rock']"
292,drummer1,drummer1/session2,drummer1/session2/111,rock/prog,rock,110,1,5-4,drummer1/session2/111_rock-prog_110_beat_5-4.mid,drummer1/session2/111_rock-prog_110_beat_5-4.wav,141.758073,train,0.7085619000000001,1.5514433,-19.972752,88.51209,0.10897568,0.2830946,10.426746767887376,6.974099558984087,-0.0028561431638908,0.0363423394660047,0.011747561,0.02088761,5651.6580649277785,3300.1437246910687,4568.517842922191,1318.428038818937,0.09645069,0.13638613,0.1594022402826487,0.1205702613944845,"['rock', 'rock']"
293,drummer1,drummer1/session2,drummer1/session2/112,afrocuban/bembe,latin,122,1,4-4,drummer1/session2/112_afrocuban-bembe_122_beat_4-4.mid,drummer1/session2/112_afrocuban-bembe_122_beat_4-4.wav,206.611563,train,0.77309984,1.5175865,-19.574379999999998,92.85211,0.07630706,0.19169605,10.795800135834543,6.78777093865738,-0.013857751530750001,0.0660890788419557,0.009905029000000001,0.015710386,5372.717681999903,2994.674046831935,4678.762704139876,1301.0755014757526,0.08515826,0.1405493,0.2583805185235422,0.1711145715066521,
326,drummer1,drummer1/session2,drummer1/session2/142,gospel,jazz,120,1,4-4,drummer1/session2/142_gospel_120_beat_4-4.mid,drummer1/session2/142_gospel_120_beat_4-4.wav,139.527083,validation,0.79594225,1.5692366000000002,-17.469,83.46949000000001,0.1612391,0.31352270000000004,10.157069340971098,6.799190204721008,-0.0015136243424504,0.0420714990530922,0.016406236,0.023819152000000003,5602.533840161706,2976.610219425122,4817.567810838546,1366.6777219018475,0.10121585400000001,0.1561005,0.2407912641235808,0.1796652414930918,
347,drummer1,drummer1/session2,drummer1/session2/161,afrocuban/rhumba,latin,110,1,4-4,drummer1/session2/161_afrocuban-rhumba_110_beat_4-4.mid,drummer1/session2/161_afrocuban-rhumba_110_beat_4-4.wav,226.789962,train,0.74900687,1.6223402,-18.454779000000002,88.232086,0.13867554,0.36994788,10.793822287915594,7.298336314721824,-0.0032198272330407,0.0427739807130302,0.015329012,0.026976965,4519.118978541487,3075.1440721940385,4026.187798787503,1287.9380538136231,0.059418734,0.11145654,0.1863923571648907,0.12295828448395801,
368,drummer1,drummer1/session2,drummer1/session2/180,rock,rock,50,1,4-4,drummer1/session2/180_rock_50_beat_4-4.mid,drummer1/session2/180_rock_50_beat_4-4.wav,222.97,train,0.47516769999999997,1.4793896999999998,-23.519184,96.05821,0.11713624,0.38201404,10.32809017762117,7.0653325141560925,0.0037563025446936,0.0486207366781858,0.01135192,0.028720638,5209.1375460817135,3169.8485015059205,4336.133089216185,1272.6488917958395,0.09922697400000001,0.17145061,0.1149075386499638,0.1410813475638005,"['rock', 'rock']"
