drummer,session,id,style,simplified_style,bpm,beat_type,time_signature,midi_filename,audio_filename,duration,split,start,end,times_sampled,possible_samples,oversampling_ratio
drummer1,drummer1/session2,drummer1/session2/111,rock/prog,rock,110,1,5-4,drummer1/session2/111_rock-prog_110_beat_5-4.mid,drummer1/session2/111_rock-prog_110_beat_5-4.wav,141.758073,train,133.256,136.256,1,22.6263455,0.0211628158912685
drummer1,drummer1/session2,drummer1/session2/112,afrocuban/bembe,latin,122,1,4-4,drummer1/session2/112_afrocuban-bembe_122_beat_4-4.mid,drummer1/session2/112_afrocuban-bembe_122_beat_4-4.wav,206.611563,train,163.781,166.781,3,31.4352605,0.043560001528084855
drummer1,drummer1/session2,drummer1/session2/142,gospel,jazz,120,1,4-4,drummer1/session2/142_gospel_120_beat_4-4.mid,drummer1/session2/142_gospel_120_beat_4-4.wav,139.527083,validation,57.485,60.485,5,18.254513833333334,0.10750601014141462
drummer1,drummer1/session2,drummer1/session2/161,afrocuban/rhumba,latin,110,1,4-4,drummer1/session2/161_afrocuban-rhumba_110_beat_4-4.mid,drummer1/session2/161_afrocuban-rhumba_110_beat_4-4.wav,226.789962,train,25.072,28.072,4,33.798327,0.052912394773451214
drummer1,drummer1/session2,drummer1/session2/180,rock,rock,50,1,4-4,drummer1/session2/180_rock_50_beat_4-4.mid,drummer1/session2/180_rock_50_beat_4-4.wav,222.97,train,187.27,190.27,2,35.16166666666667,0.026909449701753598
drummer1,drummer1/session2,drummer1/session2/181,rock,rock,115,1,4-4,drummer1/session2/181_rock_115_beat_4-4.mid,drummer1/session2/181_rock_115_beat_4-4.wav,135.636923,train,80.471,83.471,1,21.606153833333334,0.022117871252505486
drummer1,drummer1/session2,drummer1/session2/2,latin/chacarera,latin,118,1,4-4,drummer1/session2/2_latin-chacarera_118_beat_4-4.mid,drummer1/session2/2_latin-chacarera_118_beat_4-4.wav,134.186553,train,30.252,33.251999999999995,4,18.3644255,0.08942773870940704
drummer1,drummer1/session2,drummer1/session2/3,latin/chacarera,latin,118,1,4-4,drummer1/session2/3_latin-chacarera_118_beat_4-4.mid,drummer1/session2/3_latin-chacarera_118_beat_4-4.wav,98.963006,train,95.491,98.491,4,12.493834333333332,0.12125743229747893
drummer1,drummer1/session2,drummer1/session2/32,punk,rock,140,1,4-4,drummer1/session2/32_punk_140_beat_4-4.mid,drummer1/session2/32_punk_140_beat_4-4.wav,150.848063,train,54.07,57.07,1,24.141343833333334,0.01988756063775244
drummer1,drummer1/session2,drummer1/session2/33,punk,rock,128,1,4-4,drummer1/session2/33_punk_128_beat_4-4.mid,drummer1/session2/33_punk_128_beat_4-4.wav,3.811523,train,0.165,3.165,1,-0.3647461666666666,0.7870869466090064
drummer1,drummer1/session2,drummer1/session2/34,punk,rock,128,1,4-4,drummer1/session2/34_punk_128_beat_4-4.mid,drummer1/session2/34_punk_128_beat_4-4.wav,7.115234,train,2.03,5.029999999999999,1,0.18587233333333342,0.4216305465147035
drummer1,drummer1/session2,drummer1/session2/35,punk,rock,128,1,4-4,drummer1/session2/35_punk_128_beat_4-4.mid,drummer1/session2/35_punk_128_beat_4-4.wav,110.610352,test,90.018,93.018,1,17.435058666666666,0.027122235358223973
drummer1,drummer1/session2,drummer1/session2/36,punk,rock,128,1,4-4,drummer1/session2/36_punk_128_beat_4-4.mid,drummer1/session2/36_punk_128_beat_4-4.wav,7.198242,train,0.594,3.594,1,0.19970699999999986,0.41676842762441163
drummer1,drummer1/session2,drummer1/session2/4,jazz,jazz,120,1,3-4,drummer1/session2/4_jazz_120_beat_3-4.mid,drummer1/session2/4_jazz_120_beat_3-4.wav,131.7,train,49.842,52.842,5,16.95,0.11389521640091117
drummer1,drummer1/session2,drummer1/session2/5,jazz,jazz,200,1,3-4,drummer1/session2/5_jazz_200_beat_3-4.mid,drummer1/session2/5_jazz_200_beat_3-4.wav,118.338125,train,38.899,41.899,4,15.723020833333333,0.10140434454238649
drummer1,drummer1/session2,drummer1/session2/6,rock,rock,102,1,3-4,drummer1/session2/6_rock_102_beat_3-4.mid,drummer1/session2/6_rock_102_beat_3-4.wav,192.463139,train,178.105,181.105,1,31.077189833333335,0.015587400348905251
drummer1,drummer1/session2,drummer1/session2/62,punk,rock,144,1,4-4,drummer1/session2/62_punk_144_beat_4-4.mid,drummer1/session2/62_punk_144_beat_4-4.wav,203.251899,validation,200.085,203.085,1,32.875316500000004,0.01476000969614557
drummer1,drummer1/session2,drummer1/session2/7,jazz/march,jazz,88,1,4-4,drummer1/session2/7_jazz-march_88_beat_4-4.mid,drummer1/session2/7_jazz-march_88_beat_4-4.wav,199.022674,train,91.143,94.143,4,29.170445666666666,0.06029463758486131
drummer1,drummer1/session2,drummer1/session2/8,jazz/march,jazz,176,1,4-4,drummer1/session2/8_jazz-march_176_beat_4-4.mid,drummer1/session2/8_jazz-march_176_beat_4-4.wav,143.141297,train,23.798,26.798,5,18.856882833333334,0.10479156130602896
drummer1,drummer1/session2,drummer1/session2/9,jazz/march,jazz,120,1,4-4,drummer1/session2/9_jazz-march_120_beat_4-4.mid,drummer1/session2/9_jazz-march_120_beat_4-4.wav,123.589583,train,83.881,86.881,5,15.598263833333334,0.12136945231055597
drummer1,drummer1/session2,drummer1/session2/90,funk/rock,funk,92,1,4-4,drummer1/session2/90_funk-rock_92_beat_4-4.mid,drummer1/session2/90_funk-rock_92_beat_4-4.wav,119.625016,train,100.436,103.436,3,16.937502666666667,0.0752350996550755
drummer1,drummer1/session3,drummer1/session3/1,rock/prog,rock,125,1,4-4,drummer1/session3/1_rock-prog_125_beat_4-4.mid,drummer1/session3/1_rock-prog_125_beat_4-4.wav,292.847,train,96.175,99.175,2,46.80783333333333,0.02048851448025761
drummer1,drummer1/session3,drummer1/session3/10,rock/folk,rock,90,1,4-4,drummer1/session3/10_rock-folk_90_beat_4-4.mid,drummer1/session3/10_rock-folk_90_beat_4-4.wav,271.551525,train,55.566,58.566,1,44.258587500000004,0.01104762714921229
drummer1,drummer1/session3,drummer1/session3/11,afrobeat,latin,94,1,4-4,drummer1/session3/11_afrobeat_94_beat_4-4.mid,drummer1/session3/11_afrobeat_94_beat_4-4.wav,257.856435,train,174.978,177.978,3,39.976072499999994,0.03490314290585768
drummer1,drummer1/session3,drummer1/session3/12,latin/bomba,latin,96,1,4-4,drummer1/session3/12_latin-bomba_96_beat_4-4.mid,drummer1/session3/12_latin-bomba_96_beat_4-4.wav,222.251302,validation,21.485,24.485,3,34.04188366666667,0.04049470090393441
drummer1,drummer1/session3,drummer1/session3/13,rock,rock,115,1,4-4,drummer1/session3/13_rock_115_beat_4-4.mid,drummer1/session3/13_rock_115_beat_4-4.wav,305.406445,validation,255.097,258.097,1,49.90107416666667,0.009822975412323076
drummer1,drummer1/session3,drummer1/session3/14,rock,rock,94,1,4-4,drummer1/session3/14_rock_94_beat_4-4.mid,drummer1/session3/14_rock_94_beat_4-4.wav,257.627711,train,1.099,4.099,1,41.93795183333333,0.011644710067699201
drummer1,drummer1/session3,drummer1/session3/15,funk,funk,117,1,4-4,drummer1/session3/15_funk_117_beat_4-4.mid,drummer1/session3/15_funk_117_beat_4-4.wav,143.644367,validation,21.189,24.189,3,20.94072783333333,0.0626547367499625
drummer1,drummer1/session3,drummer1/session3/16,funk,funk,117,1,4-4,drummer1/session3/16_funk_117_beat_4-4.mid,drummer1/session3/16_funk_117_beat_4-4.wav,87.074869,train,59.175,62.175,2,12.512478166666668,0.06890621908371748
drummer1,drummer1/session3,drummer1/session3/17,afrocuban/calypso,latin,108,1,4-4,drummer1/session3/17_afrocuban-calypso_108_beat_4-4.mid,drummer1/session3/17_afrocuban-calypso_108_beat_4-4.wav,244.177279,train,84.481,87.481,3,37.696213166666666,0.036858466262129165
drummer1,drummer1/session3,drummer1/session3/18,rock,rock,128,1,4-4,drummer1/session3/18_rock_128_beat_4-4.mid,drummer1/session3/18_rock_128_beat_4-4.wav,142.458984,train,11.357,14.357,1,22.743163999999997,0.021058692935785644
drummer1,drummer1/session3,drummer1/session3/2,jazz/swing,jazz,185,1,4-4,drummer1/session3/2_jazz-swing_185_beat_4-4.mid,drummer1/session3/2_jazz-swing_185_beat_4-4.wav,250.32002,train,198.6,201.6,4,37.72000333333333,0.04793863471247725
drummer1,drummer1/session3,drummer1/session3/3,rock/rockabilly,rock,200,1,4-4,drummer1/session3/3_rock-rockabilly_200_beat_4-4.mid,drummer1/session3/3_rock-rockabilly_200_beat_4-4.wav,313.18625,train,74.223,77.223,1,51.19770833333333,0.009578964593752121
drummer1,drummer1/session3,drummer1/session3/4,jazz/linear,jazz,182,1,4-4,drummer1/session3/4_jazz-linear_182_beat_4-4.mid,drummer1/session3/4_jazz-linear_182_beat_4-4.wav,268.777891,train,122.567,125.567,5,39.796315166666666,0.05580816169139447
drummer1,drummer1/session3,drummer1/session3/5,jazz/linear,jazz,128,1,4-4,drummer1/session3/5_jazz-linear_128_beat_4-4.mid,drummer1/session3/5_jazz-linear_128_beat_4-4.wav,249.040039,train,64.863,67.863,5,36.506673166666666,0.06023127871418298
drummer1,drummer1/session3,drummer1/session3/6,dance/disco,pop,120,1,4-4,drummer1/session3/6_dance-disco_120_beat_4-4.mid,drummer1/session3/6_dance-disco_120_beat_4-4.wav,225.941667,train,116.754,119.754,23,14.656944500000002,0.3053885585432987
drummer1,drummer1/session3,drummer1/session3/7,dance/disco,pop,120,1,4-4,drummer1/session3/7_dance-disco_120_beat_4-4.mid,drummer1/session3/7_dance-disco_120_beat_4-4.wav,58.05,train,24.003,27.003,9,0.6749999999999989,0.4651162790697675
drummer1,drummer1/session3,drummer1/session3/8,rock,rock,135,1,4-4,drummer1/session3/8_rock_135_beat_4-4.mid,drummer1/session3/8_rock_135_beat_4-4.wav,30.209229,train,26.448,29.448,1,4.0348715,0.09930740039740835
drummer1,drummer1/session3,drummer1/session3/9,rock,rock,135,1,4-4,drummer1/session3/9_rock_135_beat_4-4.mid,drummer1/session3/9_rock_135_beat_4-4.wav,197.53221,train,39.088,42.088,1,31.922035,0.015187396526369043
drummer10,drummer10/session1,drummer10/session1/1,jazz/swing,jazz,124,1,4-4,drummer10/session1/1_jazz-swing_124_beat_4-4.mid,drummer10/session1/1_jazz-swing_124_beat_4-4.wav,164.308479,train,11.428,14.428,4,23.384746500000002,0.07303335818719374
drummer10,drummer10/session1,drummer10/session1/10,jazz/swing,jazz,110,1,4-4,drummer10/session1/10_jazz-swing_110_beat_4-4.mid,drummer10/session1/10_jazz-swing_110_beat_4-4.wav,174.659236,train,51.927,54.927,5,24.109872666666664,0.0858815161655694
drummer10,drummer10/session1,drummer10/session1/2,jazz/swing,jazz,215,1,4-4,drummer10/session1/2_jazz-swing_215_beat_4-4.mid,drummer10/session1/2_jazz-swing_215_beat_4-4.wav,90.452982,train,11.873,14.873,5,10.075497,0.16583201203913872
drummer10,drummer10/session1,drummer10/session1/3,jazz/swing,jazz,215,1,4-4,drummer10/session1/3_jazz-swing_215_beat_4-4.mid,drummer10/session1/3_jazz-swing_215_beat_4-4.wav,51.426206,train,32.039,35.039,5,3.5710343333333334,0.2916800823300089
drummer10,drummer10/session1,drummer10/session1/4,jazz/swing,jazz,215,1,4-4,drummer10/session1/4_jazz-swing_215_beat_4-4.mid,drummer10/session1/4_jazz-swing_215_beat_4-4.wav,44.7262,train,10.433,13.433,5,2.454366666666666,0.3353738971788348
drummer10,drummer10/session1,drummer10/session1/5,jazz/swing,jazz,215,1,4-4,drummer10/session1/5_jazz-swing_215_beat_4-4.mid,drummer10/session1/5_jazz-swing_215_beat_4-4.wav,55.89714,train,5.322,8.322,5,4.316190000000001,0.26835004438509735
drummer10,drummer10/session1,drummer10/session1/6,jazz/swing,jazz,215,1,4-4,drummer10/session1/6_jazz-swing_215_beat_4-4.mid,drummer10/session1/6_jazz-swing_215_beat_4-4.wav,22.409902,train,4.245,7.245,3,0.7349836666666665,0.4016081819545664
drummer10,drummer10/session1,drummer10/session1/7,jazz/swing,jazz,215,1,4-4,drummer10/session1/7_jazz-swing_215_beat_4-4.mid,drummer10/session1/7_jazz-swing_215_beat_4-4.wav,17.923852,train,2.917,5.917,1,-1.0,0.16737473618951998
drummer10,drummer10/session1,drummer10/session1/8,jazz/swing,jazz,215,1,4-4,drummer10/session1/8_jazz-swing_215_beat_4-4.mid,drummer10/session1/8_jazz-swing_215_beat_4-4.wav,19.278504,train,6.326,9.326,3,0.21308400000000027,0.46684120303110654
drummer10,drummer10/session1,drummer10/session1/9,jazz/swing,jazz,110,1,4-4,drummer10/session1/9_jazz-swing_110_beat_4-4.mid,drummer10/session1/9_jazz-swing_110_beat_4-4.wav,167.017185,train,84.513,87.513,5,22.8361975,0.08981111734100894
drummer3,drummer3/session1,drummer3/session1/1,rock,rock,105,1,4-4,drummer3/session1/1_rock_105_beat_4-4.mid,drummer3/session1/1_rock_105_beat_4-4.wav,73.164341,train,15.663,18.663,1,11.194056833333333,0.04100358123911757
drummer3,drummer3/session1,drummer3/session1/10,rock,rock,105,1,4-4,drummer3/session1/10_rock_105_beat_4-4.mid,drummer3/session1/10_rock_105_beat_4-4.wav,13.746439,train,3.811,6.811,1,1.2910731666666666,0.21823833794337572
drummer3,drummer3/session1,drummer3/session1/11,rock,rock,120,1,4-4,drummer3/session1/11_rock_120_beat_4-4.mid,drummer3/session1/11_rock_120_beat_4-4.wav,23.983333,test,14.742,17.742,1,2.9972221666666665,0.12508686761760762
drummer3,drummer3/session1,drummer3/session1/12,rock,rock,120,1,4-4,drummer3/session1/12_rock_120_beat_4-4.mid,drummer3/session1/12_rock_120_beat_4-4.wav,32.076042,train,23.254,26.254,1,4.346007,0.09352774884133148
drummer3,drummer3/session1,drummer3/session1/13,rock,rock,120,1,4-4,drummer3/session1/13_rock_120_beat_4-4.mid,drummer3/session1/13_rock_120_beat_4-4.wav,33.848958,train,17.857,20.857,1,4.6414930000000005,0.08862902072199681
drummer3,drummer3/session1,drummer3/session1/14,rock,rock,120,1,4-4,drummer3/session1/14_rock_120_beat_4-4.mid,drummer3/session1/14_rock_120_beat_4-4.wav,24.0125,test,19.584,22.584,1,3.002083333333333,0.12493492972410203
drummer3,drummer3/session1,drummer3/session1/15,jazz,jazz,120,1,4-4,drummer3/session1/15_jazz_120_beat_4-4.mid,drummer3/session1/15_jazz_120_beat_4-4.wav,31.915625,validation,15.735,18.735,4,1.3192708333333334,0.3759913835307941
drummer3,drummer3/session1,drummer3/session1/16,jazz,jazz,120,1,4-4,drummer3/session1/16_jazz_120_beat_4-4.mid,drummer3/session1/16_jazz_120_beat_4-4.wav,39.914583,train,34.557,37.557,5,1.6524305000000004,0.37580249804939714
drummer3,drummer3/session1,drummer3/session1/17,jazz,jazz,120,1,4-4,drummer3/session1/17_jazz_120_beat_4-4.mid,drummer3/session1/17_jazz_120_beat_4-4.wav,3.196875,train,0.142,3.142,1,-0.4671875,0.9384164222873901
drummer3,drummer3/session1,drummer3/session1/18,rock,rock,120,1,4-4,drummer3/session1/18_rock_120_beat_4-4.mid,drummer3/session1/18_rock_120_beat_4-4.wav,88.063542,train,53.882,56.882,1,13.677256999999999,0.03406631089174224
drummer3,drummer3/session1,drummer3/session1/19,jazz,jazz,120,1,4-4,drummer3/session1/19_jazz_120_beat_4-4.mid,drummer3/session1/19_jazz_120_beat_4-4.wav,9.977083,train,0.827,3.827,1,0.6628471666666667,0.3006890891856868
