drummer,session,id,style,simplified_style,bpm,beat_type,time_signature,midi_filename,audio_filename,duration,split,start,end,times_sampled,possible_samples,oversampling_ratio,onset_env_mean,onset_env_std,mfcc_mean,mfcc_std,spectral_flux_mean,spectral_flux_std,spectral_contrast_mean,spectral_contrast_std,tonnetz_mean,tonnetz_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_flatness_mean,spectral_flatness_std,tempogram_mean,tempogram_std,spectrum_filename
drummer1,drummer1/session1,drummer1/session1/1,funk,funk,80,1,4-4,drummer1/session1/1_funk_80_beat_4-4.mid,drummer1/session1/1_funk_80_beat_4-4.wav,86.704688,train,34.81,37.81,3,11.450781333333332,0.1038006157175722,1.8159076,3.6636016,0.13764495,0.22041431,-15.535466,80.24325,11.814150899142652,4.408397600377607,0.0004664974311587522,0.03610368616987814,0.009907423,0.012922148,8107.477875494292,3199.9460270942277,5669.009056887746,1083.1298249007004,0.18141952,0.1535501,0.1838328430310607,0.11917693886890968,drummer1/session1/1_funk_80_beat_4-4_34.81-37.81.png
drummer1,drummer1/session1,drummer1/session1/100,neworleans/secondline,funk,94,1,4-4,drummer1/session1/100_neworleans-secondline_94_beat_4-4.mid,drummer1/session1/100_neworleans-secondline_94_beat_4-4.wav,135.365719,train,96.33,99.33,3,19.560953166666668,0.0664865526256319,1.5476892,2.644667,0.3099578,0.32958287,-8.117412,61.660442,13.341200714439085,6.139443763773029,-0.007417751396993854,0.05118770627189638,0.026904171,0.022527652,4859.870304732777,2266.5340943811607,4624.655604760715,959.7980707855734,0.05785259,0.08573282,0.222086230561745,0.1329938515182582,drummer1/session1/100_neworleans-secondline_94_beat_4-4_96.33-99.33.png
drummer1,drummer1/session1,drummer1/session1/101,dance/disco,pop,120,1,4-4,drummer1/session1/101_dance-disco_120_beat_4-4.mid,drummer1/session1/101_dance-disco_120_beat_4-4.wav,207.572917,train,197.055,200.055,24,10.595486166666667,0.3468660605660805,1.6013919,3.813416,0.33046517,0.4745451,-9.53486,71.46072,12.185325459595866,4.65371121887208,0.0016082852471848645,0.04133552842719182,0.026921079,0.029089743,5715.019445985029,3625.541452043413,5025.168994095876,1271.8389309728175,0.08169687,0.11786851,0.1417183157474655,0.12168502537723579,drummer1/session1/101_dance-disco_120_beat_4-4_197.055-200.055.png
drummer1,drummer1/session1,drummer1/session1/102,funk,funk,95,1,4-4,drummer1/session1/102_funk_95_beat_4-4.mid,drummer1/session1/102_funk_95_beat_4-4.wav,224.807558,train,68.656,71.656,3,34.46792633333333,0.0400342411975312,1.6949564,3.7751188,0.37970912,0.601998,-9.771069,69.93886,12.393642307405642,4.646970616790775,-0.0025261897237620627,0.040617107108132336,0.03126272,0.038836535,5834.849541080481,3003.0683338763356,5437.959550631244,1356.798797411465,0.06399631,0.106314056,0.1567949048162135,0.12361891835429885,drummer1/session1/102_funk_95_beat_4-4_68.656-71.656.png
drummer1,drummer1/session1,drummer1/session1/126,funk/fast,funk,125,1,4-4,drummer1/session1/126_funk-fast_125_beat_4-4.mid,drummer1/session1/126_funk-fast_125_beat_4-4.wav,137.38,validation,94.612,97.612,2,20.896666666666665,0.0436744795457854,1.607737,3.0305939,0.43060482,0.70098937,-10.76993,58.41976,11.99242102976914,4.656672157597347,-0.0018260416275085655,0.034613267761086294,0.031464994,0.04449939,7484.635150404844,2953.421779467098,5372.718703737398,895.4101826388472,0.16015767,0.13793361,0.17138225517010858,0.12378744343245027,drummer1/session1/126_funk-fast_125_beat_4-4_94.612-97.612.png
drummer1,drummer1/session1,drummer1/session1/145,latin/brazilian/baiao,latin,95,1,4-4,drummer1/session1/145_latin-brazilian-baiao_95_beat_4-4.mid,drummer1/session1/145_latin-brazilian-baiao_95_beat_4-4.wav,30.060481,validation,14.054,17.054000000000002,4,1.0100801666666666,0.3991952091518429,1.7911613,4.0855484,0.34573793,0.4674448,-10.602054,70.34032,11.944562440667555,4.622770069322869,-0.0007366588710091651,0.038784699903976004,0.028013812,0.030434372,6143.829034666424,3871.8152665604252,5163.749035065431,1510.271815411405,0.09765419,0.12878986,0.23551805377225055,0.18668357572202182,drummer1/session1/145_latin-brazilian-baiao_95_beat_4-4_14.054-17.054000000000002.png
drummer1,drummer1/session1,drummer1/session1/146,latin/brazilian/baiao,latin,95,1,4-4,drummer1/session1/146_latin-brazilian-baiao_95_beat_4-4.mid,drummer1/session1/146_latin-brazilian-baiao_95_beat_4-4.wav,214.624678,train,154.774,157.774,4,31.770779666666662,0.055911557383909,1.393734,2.9749575,0.2667628,0.42920497,-10.68343,68.72155,14.092832023766107,6.621808932792275,-0.0005203955425386489,0.03954422757036556,0.022384442,0.028164988,4081.6532345576325,2067.9988205577097,4116.579330138485,979.2031002705678,0.037399065,0.07946497,0.17014870803327573,0.14525710511702844,drummer1/session1/146_latin-brazilian-baiao_95_beat_4-4_154.774-157.774.png
drummer1,drummer1/session1,drummer1/session1/176,afrocuban,latin,105,1,4-4,drummer1/session1/176_afrocuban_105_beat_4-4.mid,drummer1/session1/176_afrocuban_105_beat_4-4.wav,223.750967,train,220.677,223.677,4,33.291827833333336,0.0536310531341748,1.6679101,2.9251359,0.67356575,0.67272854,-4.4789305,60.87618,13.392803370826103,5.699750180070325,-0.011747537447235515,0.07874231385671565,0.07305186,0.052787576,3716.290459341894,2881.5546791547067,4176.713386062796,1608.662125383456,0.035546366,0.08455407,0.32995737214502013,0.16155737087384453,drummer1/session1/176_afrocuban_105_beat_4-4_220.677-223.677.png
drummer1,drummer1/session1,drummer1/session1/183,afrocuban,latin,105,1,4-4,drummer1/session1/183_afrocuban_105_beat_4-4.mid,drummer1/session1/183_afrocuban_105_beat_4-4.wav,134.383199,train,27.115,30.115,3,19.39719983333333,0.0669726577948185,1.2822958,2.0466008,0.24194047,0.31985483,-11.521721,61.77801,13.451770516144297,6.0818734590753625,-0.003022065869900745,0.041233084422820004,0.02040613,0.025157379,6046.675909056968,2277.4737788740313,4659.515379264446,974.1201908323292,0.09226254,0.113019444,0.27581322378691675,0.1860707742388634,drummer1/session1/183_afrocuban_105_beat_4-4_27.115-30.115.png
drummer1,drummer1/session1,drummer1/session1/184,reggae,latin,78,1,4-4,drummer1/session1/184_reggae_78_beat_4-4.mid,drummer1/session1/184_reggae_78_beat_4-4.wav,114.703411,train,84.067,87.067,3,16.117235166666667,0.0784632289618658,1.2703801,3.8524957,0.17056061,0.45490077,-20.241693,85.53936,12.778005195984917,5.215148244082475,0.007548118120965183,0.04646953268342831,0.01297976,0.027090477,7942.309776756659,3390.8983166726457,5063.700736941866,734.896102831531,0.17247717,0.14436536,0.10607129946512468,0.134472091024944,drummer1/session1/184_reggae_78_beat_4-4_84.067-87.067.png
drummer1,drummer1/session1,drummer1/session1/2,funk,funk,80,1,4-4,drummer1/session1/2_funk_80_beat_4-4.mid,drummer1/session1/2_funk_80_beat_4-4.wav,86.914062,validation,39.317,42.317,3,11.485677,0.1035505623934594,1.5608629,3.1751008,0.08298349,0.14807674,-18.401968,85.80291,12.51632834429011,4.999364849336244,0.004128385458203467,0.036501925114223316,0.0064150654,0.009242436,6431.34707638961,2570.5303757315805,5237.816001810452,1121.9419448975063,0.11312492,0.13829498,0.3174744576694187,0.22292008290342066,drummer1/session1/2_funk_80_beat_4-4_39.317-42.317.png
drummer1,drummer1/session1,drummer1/session1/201,reggae/slow,latin,64,1,4-4,drummer1/session1/201_reggae-slow_64_beat_4-4.mid,drummer1/session1/201_reggae-slow_64_beat_4-4.wav,112.148438,train,77.39,80.39,4,14.691406333333331,0.1070010444550284,1.5124481,4.5701585,0.2483534,0.46453795,-15.828686,83.03661,12.339868810412966,4.68808238196541,0.0061043115392141216,0.03840961739677972,0.019723585,0.03150109,7433.5440623736895,4130.971695720597,5318.829374257606,1166.0608480382484,0.15771334,0.15600185,0.1082072018552624,0.1353492157878562,drummer1/session1/201_reggae-slow_64_beat_4-4_77.39-80.39.png
drummer1,drummer1/session1,drummer1/session1/202,rock/halftime,rock,140,1,4-4,drummer1/session1/202_rock-halftime_140_beat_4-4.mid,drummer1/session1/202_rock-halftime_140_beat_4-4.wav,216.645319,train,186.279,189.279,1,35.10755316666667,0.0138475182101672,1.533018,4.275053,0.46397492,0.6218806,-12.323451,62.533722,12.591993350477143,4.315149202827574,0.005469583368060297,0.041457331684910746,0.035155874,0.04030159,9826.88035909679,2396.805060607462,6043.050313230768,682.5466979141943,0.1954087,0.107226156,0.1358893540376616,0.15967127399283265,drummer1/session1/202_rock-halftime_140_beat_4-4_186.279-189.279.png
drummer1,drummer1/session1,drummer1/session1/239,funk/purdieshuffle,funk,130,1,4-4,drummer1/session1/239_funk-purdieshuffle_130_beat_4-4.mid,drummer1/session1/239_funk-purdieshuffle_130_beat_4-4.wav,193.791152,test,28.308,31.308,3,29.298525333333338,0.0464417487956312,1.6728086,3.5766811,0.38424125,0.57247996,-11.430351,68.392365,12.199531100898126,4.857212199634739,0.0006440375251237115,0.04390253819482797,0.030549683,0.03662617,5994.129716813702,3498.8479353606376,4966.553773371812,1384.234894911025,0.10296801,0.12289229,0.17134450309545743,0.1284453412280222,drummer1/session1/239_funk-purdieshuffle_130_beat_4-4_28.308-31.308.png
drummer1,drummer1/session1,drummer1/session1/28,latin/samba,latin,116,1,4-4,drummer1/session1/28_latin-samba_116_beat_4-4.mid,drummer1/session1/28_latin-samba_116_beat_4-4.wav,225.453498,test,47.296,50.296,3,34.575583,0.0399195403036062,1.5480003,2.4167612,0.17912322,0.1582877,-11.914318,63.30831,13.393638370057767,6.374413725523597,-0.004800299408215296,0.04175880323177133,0.013871479,0.008476152,5645.03859971746,2615.3537825109406,4663.269290567312,840.7477196469872,0.10002531,0.13787779,0.31965017219456804,0.19677043033007435,drummer1/session1/28_latin-samba_116_beat_4-4_47.296-50.296.png
drummer1,drummer1/session1,drummer1/session1/3,funk,funk,80,1,4-4,drummer1/session1/3_funk_80_beat_4-4.mid,drummer1/session1/3_funk_80_beat_4-4.wav,122.851562,train,49.368,52.368,3,17.475260333333335,0.0732591417925968,1.3988925,2.6026256,0.1888295,0.30376643,-11.256348,76.79642,13.856873669826497,5.517858478951215,-0.0076424772294643095,0.07016963548313508,0.02030545,0.026537286,5142.771210813713,2879.883729028688,4791.5233393497965,1687.3147713226929,0.040270913,0.074605696,0.17202495904896173,0.12345641530439523,drummer1/session1/3_funk_80_beat_4-4_49.368-52.368.png
drummer1,drummer1/session1,drummer1/session1/38,latin/samba,latin,116,1,4-4,drummer1/session1/38_latin-samba_116_beat_4-4.mid,drummer1/session1/38_latin-samba_116_beat_4-4.wav,57.745647,validation,3.202,6.202,3,6.6242745,0.1558559037359127,1.483299,2.2231748,0.15583077,0.16079448,-11.597235,68.95039,12.907780576404457,5.951501682739348,0.004801324859155954,0.040377281276104245,0.012573033,0.0096865455,5534.277128207016,2780.187315389431,4763.467486846182,653.7061615556547,0.09074611,0.14062358,0.3297879852715718,0.17328699411833917,drummer1/session1/38_latin-samba_116_beat_4-4_3.202-6.202.png
drummer1,drummer1/session1,drummer1/session1/4,jazz/funk,jazz,116,1,4-4,drummer1/session1/4_jazz-funk_116_beat_4-4.mid,drummer1/session1/4_jazz-funk_116_beat_4-4.wav,76.497789,test,25.683,28.683,5,7.7496315,0.1960840985874768,1.4044821,2.1432729,0.3570889,0.4253527,-7.7790227,59.587173,13.42196097812713,6.010685033956676,-0.0007496437007068424,0.05654417962049795,0.037491124,0.03826715,4338.200028304509,2482.8227246895976,4341.720909017279,1145.2063656093926,0.049768567,0.10394478,0.2614584035920401,0.14579330884502958,drummer1/session1/4_jazz-funk_116_beat_4-4_25.683-28.683.png
drummer1,drummer1/session1,drummer1/session1/47,jazz,jazz,102,1,4-4,drummer1/session1/47_jazz_102_beat_4-4.mid,drummer1/session1/47_jazz_102_beat_4-4.wav,183.415349,train,75.156,78.156,4,26.569224833333333,0.0654252769216168,1.1735982,1.9827275,0.08796763,0.18271376,-18.368793,74.10897,13.985709185827583,6.863931666426802,-0.0018327272967076191,0.038652019696185175,0.0068084677,0.010480596,4819.782376827411,2170.4111186141786,3960.6547705042076,887.7974526940143,0.057041958,0.09818667,0.214766004838683,0.1309285445073943,drummer1/session1/47_jazz_102_beat_4-4_75.156-78.156.png
drummer1,drummer1/session1,drummer1/session1/48,jazz,jazz,93,1,4-4,drummer1/session1/48_jazz_93_beat_4-4.mid,drummer1/session1/48_jazz_93_beat_4-4.wav,90.178723,train,10.826,13.826,5,10.029787166666669,0.1663363540865399,1.2377456,2.426937,0.09366716,0.16759115,-23.553791,70.11605,14.392570198096594,7.1369347357853625,-0.01714518639270811,0.04552400822557269,0.007250558,0.011283271,5511.305828686798,2314.173611164845,3986.822240776721,872.5566369738523,0.07558789,0.109188534,0.17894836042262663,0.1049507959412332,drummer1/session1/48_jazz_93_beat_4-4_10.826-13.826.png
drummer1,drummer1/session1,drummer1/session1/49,jazz,jazz,125,1,4-4,drummer1/session1/49_jazz_125_beat_4-4.mid,drummer1/session1/49_jazz_125_beat_4-4.wav,115.155,train,83.388,86.388,4,15.1925,0.1042073726716165,1.3670845,2.3892841,0.19023387,0.2786809,-13.50069,69.20926,13.310931805643941,6.447148464164677,-0.00581829718154869,0.04124878706767326,0.017440904,0.021190362,4927.634603163548,2673.303066518673,4143.805642983793,1060.8608630749807,0.06734167,0.1047743,0.3401395406480953,0.18901779517297426,drummer1/session1/49_jazz_125_beat_4-4_83.388-86.388.png
drummer1,drummer1/session1,drummer1/session1/5,jazz/funk,jazz,116,1,4-4,drummer1/session1/5_jazz-funk_116_beat_4-4.mid,drummer1/session1/5_jazz-funk_116_beat_4-4.wav,152.673379,train,114.173,117.173,5,20.44556316666667,0.0982489553728944,1.5148737,2.559857,0.40215942,0.4278763,-7.8523545,60.16555,13.403513208794633,5.719110212739386,-0.010096563812487608,0.06891871545209197,0.03433724,0.027759694,4850.349721149998,2857.85848577658,4320.64959631896,1264.962190786186,0.0702089,0.10896167,0.2551607806097085,0.1483896324727093,drummer1/session1/5_jazz-funk_116_beat_4-4_114.173-117.173.png
drummer1,drummer1/session1,drummer1/session1/50,jazz,jazz,125,1,4-4,drummer1/session1/50_jazz_125_beat_4-4.mid,drummer1/session1/50_jazz_125_beat_4-4.wav,117.06,train,44.518,47.518,4,15.510000000000002,0.1025115325474115,1.3935734,3.9887345,0.104498856,0.21630247,-20.977413,88.672424,11.928394712618958,4.546745043269819,0.005119851734158156,0.03576431232506131,0.0078123068,0.014748694,8261.185136882466,3016.9728284845432,5577.181226201882,909.9201262187952,0.21273077,0.17290239,0.18629966404506743,0.1783390893370702,drummer1/session1/50_jazz_125_beat_4-4_44.518-47.518.png
drummer1,drummer1/session1,drummer1/session1/51,rock/shuffle,rock,125,1,4-4,drummer1/session1/51_rock-shuffle_125_beat_4-4.mid,drummer1/session1/51_rock-shuffle_125_beat_4-4.wav,170.802,train,57.941,60.941,1,27.467,0.0175641971405487,1.2634096,2.3795733,0.17947048,0.28891537,-13.485926,67.194214,13.571560113475348,6.825950129102873,0.00040039140147675207,0.041236768559560606,0.014478288,0.017840268,4271.9444574594345,1706.5123638760526,3993.3217607929187,1011.8246420162254,0.035859384,0.061678834,0.16582257327014613,0.11604772239064512,drummer1/session1/51_rock-shuffle_125_beat_4-4_57.941-60.941.png
drummer1,drummer1/session1,drummer1/session1/52,jazz,jazz,125,1,4-4,drummer1/session1/52_jazz_125_beat_4-4.mid,drummer1/session1/52_jazz_125_beat_4-4.wav,114.867,train,22.502,25.502,5,14.1445,0.1305858079343936,1.2892545,2.473224,0.1986219,0.28232333,-14.680232,64.862946,13.930471609277697,6.761155743774709,-0.009830079331859483,0.05293562164154018,0.0191858,0.022216592,4564.606358707567,2536.424203593121,3899.577306866142,1142.7924707637771,0.060892347,0.11261656,0.1436084205829486,0.08617444058233051,drummer1/session1/52_jazz_125_beat_4-4_22.502-25.502.png
drummer1,drummer1/session1,drummer1/session1/75,jazz,jazz,125,1,4-4,drummer1/session1/75_jazz_125_beat_4-4.mid,drummer1/session1/75_jazz_125_beat_4-4.wav,61.404,train,24.927,27.927,5,5.234,0.2442837600156341,1.4596769,2.8738122,0.42647707,0.47358838,-4.9282384,66.38659,13.575031729200838,5.4698747308377795,-0.01859385233299014,0.07854295980038253,0.048058648,0.03565319,2924.6343404904583,1920.1084734555102,3777.2543629135407,1106.4593342633782,0.017007684,0.04015333,0.1678911209006422,0.10651107752567696,drummer1/session1/75_jazz_125_beat_4-4_24.927-27.927.png
drummer1,drummer1/session1,drummer1/session1/76,jazz/mediumfast,jazz,180,1,4-4,drummer1/session1/76_jazz-mediumfast_180_beat_4-4.mid,drummer1/session1/76_jazz-mediumfast_180_beat_4-4.wav,7.31527,train,1.366,4.366,1,0.2192116666666665,0.4101010625718531,1.4263434,2.2554579,0.14914103,0.20163494,-15.974365,68.23798,13.378931367009919,6.549975267842006,-0.004931968525633826,0.04211365897159877,0.0123558575,0.013074823,5502.871669297088,2384.7756459517386,4425.056181875844,961.8061937228966,0.07904802,0.10797434,0.32250538715661575,0.17126470669579133,drummer1/session1/76_jazz-mediumfast_180_beat_4-4_1.366-4.366.png
drummer1,drummer1/session1,drummer1/session1/77,jazz/mediumfast,jazz,180,1,4-4,drummer1/session1/77_jazz-mediumfast_180_beat_4-4.mid,drummer1/session1/77_jazz-mediumfast_180_beat_4-4.wav,148.320685,train,31.107,34.107,5,19.720114166666665,0.1011322190158439,1.300421,2.116054,0.19601366,0.27775663,-12.70082,66.59239,13.71291762506002,6.333816256940916,-0.004545046630481024,0.07160959709452257,0.02114105,0.027553761,5076.304195152099,2755.746901412942,4256.064982054479,1147.0463524150641,0.07345486,0.1139006,0.2417645013188648,0.13833886979130397,drummer1/session1/77_jazz-mediumfast_180_beat_4-4_31.107-34.107.png
drummer1,drummer1/session1,drummer1/session1/78,jazz/fast,jazz,290,1,4-4,drummer1/session1/78_jazz-fast_290_beat_4-4.mid,drummer1/session1/78_jazz-fast_290_beat_4-4.wav,105.048858,train,88.558,91.558,5,12.508143,0.142790700304424,1.4443499,1.9362437,0.18664822,0.18255422,-13.875525,61.53245,13.914247612389522,6.21025045679141,-0.013481562889898602,0.055774810981370174,0.01579117,0.014240783,6426.927966323766,2398.8792571322715,4877.435231460264,848.7211086841046,0.10854808,0.126058,0.3360908127626391,0.1618347586422809,drummer1/session1/78_jazz-fast_290_beat_4-4_88.558-91.558.png
drummer1,drummer1/session1,drummer1/session1/79,latin/reggaeton,latin,90,1,4-4,drummer1/session1/79_latin-reggaeton_90_beat_4-4.mid,drummer1/session1/79_latin-reggaeton_90_beat_4-4.wav,87.784634,train,19.424,22.424,4,10.630772333333333,0.1366981834201188,1.7473465,4.830655,0.23399794,0.3659755,-12.499292,82.02466,12.327197954974421,4.9365647340489085,0.002733981296717468,0.035537802455787665,0.019125793,0.023181034,3870.799191265667,2898.313229564018,4325.6653825232115,1450.1252881244461,0.038900543,0.07536746,0.13858453387003736,0.12524622627602977,drummer1/session1/79_latin-reggaeton_90_beat_4-4_19.424-22.424.png
drummer1,drummer1/session1,drummer1/session1/80,dance/breakbeat,hiphop,170,1,4-4,drummer1/session1/80_dance-breakbeat_170_beat_4-4.mid,drummer1/session1/80_dance-breakbeat_170_beat_4-4.wav,108.466858,train,4.27,7.27,9,9.077809666666669,0.2489239616399693,1.7413274,3.8664167,0.2393242,0.36552352,-11.334769,72.14145,11.8355829452172,4.434435795412119,-0.0020973734900639335,0.038137551923238665,0.01902604,0.022708926,6528.583428017523,2851.8613359568567,5654.590859567472,1098.6877935467442,0.12829563,0.14317775,0.1470041437006376,0.12024376805052031,drummer1/session1/80_dance-breakbeat_170_beat_4-4_4.27-7.27.png
drummer1,drummer1/session1,drummer1/session1/81,dance/breakbeat,hiphop,170,1,4-4,drummer1/session1/81_dance-breakbeat_170_beat_4-4.mid,drummer1/session1/81_dance-breakbeat_170_beat_4-4.wav,56.392619,train,12.025,15.025,9,0.3987698333333345,0.4787860624100469,1.673718,3.3647,0.22582951,0.43017128,-15.663613,70.79443,12.349560614728322,5.323742594656873,0.0005690561950666217,0.03855197441167926,0.017989764,0.02788627,7708.341374824118,2770.7881821378837,5405.979968489665,1072.5197578503291,0.16925114,0.16660634,0.21135720757987048,0.12533677166427526,drummer1/session1/81_dance-breakbeat_170_beat_4-4_12.025-15.025.png
